,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,3.76603407190867e-05,0.00019550689889557117,0.000695639799045788,0.00227050237349334,2.7626659408345245e-05,0.00024040911294167204,0.0004238949481075129,0.0015874715366754387,2.853504327232528e-05,0.0001918717019656809,0.0006992915796893848,0.0022295278862779246
1,1800,6.684084152757015e-05,0.00027320582026282093,0.001191180412332756,0.005815030991012535,4.149224188076604e-05,0.00036901709190114747,0.0007965158403847538,0.003917409247227153,4.0386290135776755e-05,0.00025725838040773587,0.0011224857630211312,0.005659300953069691
2,1900,9.483504390760151e-05,0.00035982976069902237,0.0015509331232228733,0.007997366895270249,5.748807808710285e-05,0.0004689822896990271,0.0010405828076277119,0.005512447670710682,5.613030743411487e-05,0.0003322104811038106,0.0014473638852488797,0.007704261114498119
3,2000,7.578008766118404e-05,0.00034953640160628806,0.001512078308092853,0.007375895950407605,3.2368179656980284e-05,0.0004077180183705764,0.000952487784626103,0.005500282606861699,3.363672373561216e-05,0.0003111775002268146,0.0014626431859796215,0.0070040433457086125
4,2100,0.00012320124754370786,0.00050545328157082,0.002236136214138445,0.011548493212496198,6.0525987435814356e-05,0.0005885711084439764,0.0014371502483458535,0.008353280783920301,6.166429868825783e-05,0.0004497957861972526,0.002116629753078112,0.010872115789748192
5,2200,0.00025068523085048744,0.0008136267295265485,0.004051659301299346,0.02043094695960825,0.00015451807219670093,0.0009460168462214225,0.002567828327187828,0.014140821628086808,0.0001539810551646575,0.0007249377652631527,0.003791899987238038,0.01907008023719792
6,2300,0.00046506958077760686,0.0011937549761449958,0.0066249976165099755,0.03007511047048772,0.000345634185598782,0.0014026327104497594,0.00407071356831744,0.020063143085105303,0.00034114094632877346,0.0010780512954071495,0.006270271868635212,0.028074783534058772
7,2400,0.0007364644309860274,0.0015029437508562752,0.009715062960305665,0.039170835629539845,0.0006035799082650833,0.0017860805873886677,0.005721528523160788,0.02548237540485818,0.0005934977939989508,0.001362087708670027,0.009392073930763823,0.036697681556465335
8,2500,0.0012989461034141547,0.0021871072978016494,0.01491726173736301,0.05178806524276626,0.0011577861638802035,0.002632131501785599,0.008476333021713408,0.03307226560983411,0.0011385280062537427,0.002021160045762287,0.01479718501516565,0.048867981889216365
9,2600,0.0021536055651216923,0.0033397397882916286,0.022865628213950513,0.0655078147107178,0.001985469156195277,0.0040371701543379605,0.012368269353044187,0.04111867400091315,0.0019836008280009892,0.0031598474794958843,0.02337545552892596,0.062146758846276136
10,2700,0.004166368623759872,0.006209627274723245,0.03551408034014815,0.08692454264062052,0.0039800217210464875,0.007415104826376284,0.0192414701076615,0.055054381760246476,0.003992848109437737,0.006027213811311282,0.036942005734593754,0.0834407273936236
11,2800,0.00732488599689064,0.010348065730025986,0.051023541955985664,0.11127203990674467,0.007118307925088162,0.012186478335335536,0.027972866941007375,0.07139743770882205,0.00715618174910308,0.010163013741209558,0.053582657097176654,0.10773445035082635
12,2900,0.012614836320497438,0.017616325222942125,0.07125867990264803,0.13949559802742428,0.012387854517841445,0.02030787547496066,0.040212345270898224,0.09149744006368654,0.012475437260311995,0.017464749629986242,0.07520655918629,0.1361678136281299
13,3000,0.02035254120991214,0.027612868759432932,0.09480944824732897,0.170791507926122,0.020097347487704535,0.03124120543053213,0.055344781848536646,0.11460884425326946,0.02025481775193822,0.0274972540963599,0.10022036449699995,0.16768770038946681
14,3100,0.031697312515596196,0.043406141095373066,0.12346455913248361,0.20499687519000157,0.03143152987406736,0.04823402045697783,0.07546313879537228,0.1419972248266025,0.03168997500636014,0.04341554555145209,0.1303742979661278,0.2023364512028105
15,3200,0.046818193460649644,0.06245018078252059,0.1551997034051266,0.24252779619095205,0.0465264548023535,0.06832342895198064,0.09889594940884924,0.17259352161173558,0.04689224081858921,0.0625497304642102,0.16356850159295405,0.24015582246677075
16,3300,0.0665599287728876,0.08706678050678386,0.19122627954512422,0.28285175350420555,0.06625054159175617,0.09401226250141487,0.12714807526440197,0.2071575678471291,0.06674263481891005,0.08729775183452128,0.2009673096914947,0.28078914786653425
17,3400,0.09147740830514618,0.11780836500953153,0.23158939909743437,0.32575634074051574,0.09117578908454224,0.12581639768787595,0.16056194290533404,0.24578223832679158,0.091795423031871,0.11821255131020328,0.2425602295377053,0.32401979893942634
18,3500,0.12202610451606631,0.15450107785617534,0.27622839928319093,0.37172408834594184,0.12174033774025766,0.16340497414039623,0.19915900732387162,0.28860143033013724,0.12248579364980121,0.15507918173928273,0.2882521972196354,0.37026099026387027
19,3600,0.15570281683611506,0.19531453977278063,0.3212265671030286,0.4155024279433234,0.15550307156425477,0.2050219821771913,0.24011397109398433,0.33175267510491474,0.15634525149140438,0.1961113002318673,0.3338977437829349,0.41434428762179565
20,3700,0.19904133556202072,0.24746035932355953,0.37476111511928073,0.4655518526702079,0.19898327356746584,0.2579502015219504,0.2908844266045088,0.38324972391344564,0.19992188912239453,0.24852258436997812,0.3877727925524752,0.4647123562421919
21,3800,0.25003785187169697,0.30874235090870317,0.43264018423453143,0.5167709580837468,0.2502103642516732,0.3199667033470349,0.3484945873881217,0.4391232104468434,0.2512221879301565,0.31010828914251876,0.44532225470170883,0.5162742214253714
22,3900,0.31035199835550326,0.37805240214901104,0.4960168082842172,0.572371274897543,0.31075234027905946,0.3897667549060488,0.4133563768914505,0.5007152012484624,0.31181044913743167,0.3796758776318465,0.5080121464825788,0.5721167563211421
23,4000,0.3785935617676225,0.453008377660862,0.5618758445055941,0.6292826251628751,0.3792354076431101,0.46485331523178497,0.48303386450385577,0.5651282358370624,0.38027408010313307,0.45482804629321144,0.5726845004388283,0.6291988999359904
24,4100,0.4587423285203309,0.5357950548275188,0.6331629581108805,0.6910413021243756,0.459592439631243,0.5471943833183666,0.5604327037563896,0.6352300999721667,0.46055067320431947,0.5376988494668341,0.6425662731884881,0.691039534091906
25,4200,0.552741162622793,0.6274122753681035,0.7092735876463669,0.756156232070431,0.5537749456727908,0.637677484552862,0.6460750544073577,0.7104560763081161,0.5545582816480203,0.6292746564233889,0.7169058904716806,0.7561982969463071
26,4300,0.6626513274251546,0.7272011565913076,0.7902039434369187,0.8251368726647478,0.663699853783406,0.7354766909866749,0.7401365824163709,0.7907204828982745,0.6642903032827283,0.7288065747467576,0.7959346961296182,0.8251794264836161
27,4400,0.8062544145647673,0.8488458344233326,0.885397355802306,0.9050959684310856,0.8070599367552845,0.853931831541259,0.8553311631731408,0.8855580972881433,0.8073965763399295,0.8499096530410268,0.8885455966774077,0.905134388390213
28,4500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,4600,1.226285840560593,1.1560853788328247,1.1136751317326976,1.0932393365422581,1.2241939729971385,1.1496838563227687,1.152433608113132,1.114380078443972,1.2241629360748574,1.1543382277231782,1.1098806956102267,1.093331293062203
30,4700,1.468111806831578,1.3091106238265702,1.227752029352501,1.1886425953125022,1.4625121783006718,1.2962029251578886,1.3064279730006614,1.2286294309770418,1.4629763930349633,1.3051011045689003,1.2206709828190843,1.1889083964976042
31,4800,1.7557547529586124,1.4765103802539263,1.3527133941440443,1.2935706145688433,1.7448637423418603,1.455947374502289,1.4790629783259277,1.3535316275435083,1.7463052445588074,1.4695454491655064,1.3424862093042902,1.2940879802739533
32,4900,2.042932357001177,1.6370772194983128,1.4722270852695944,1.3933209965922708,2.0259864802787204,1.6088593710505017,1.6463689138132707,1.4726364251744688,2.028605184683606,1.6271633262044212,1.4593510728909216,1.3939974581165744
33,5000,2.3969672579902968,1.8221240670933057,1.608041532114263,1.506033079574526,2.3715062946889818,1.7844917598215728,1.8423942353028697,1.6081103063510649,2.375828495093473,1.8085198208817252,1.592262604180927,1.506924893633042
