,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.009039128344121586,0.03148448211882165,0.01958771823409369,0.02612038331775262,0.006941333827967458,0.03242153935390263,0.02203027865000439,0.028834608362121615,0.007146538633633002,0.03183422854613104,0.01892944267058419,0.02671989993280309
1,1800,0.01604294952357113,0.04399713673233268,0.03354107443931595,0.0668974585814516,0.010425129506543566,0.049765593412586163,0.041395789195317244,0.07115526724624534,0.010114657264401639,0.04268280310961238,0.030385079009665066,0.06782420443643167
2,1900,0.0227620387132282,0.05794707875040045,0.04367093581949147,0.09200355448902893,0.01444416189567609,0.06324688600905672,0.05408021329998981,0.10012731946962113,0.014057711662369996,0.05511841648629598,0.03917935305536264,0.09233214229010743
3,2000,0.018188522069081236,0.05628943351062347,0.042576867924226394,0.08485400930899799,0.008132664072112036,0.05498479494454102,0.04950181973085543,0.09990635497124643,0.00842424325035214,0.05162874753884245,0.03959295541470702,0.08394034381636814
4,2100,0.02957041459104665,0.08139832862888659,0.0629647788347915,0.1328565312128487,0.015207451536194115,0.07937461738239614,0.07469025185209804,0.15172781015501324,0.015443687562896359,0.07462748133360063,0.05729601603889167,0.1302974713830098
5,2200,0.06016875929337732,0.1310266612681372,0.11408599807437514,0.23504232911615813,0.03882342434957182,0.12757969959593074,0.13345281378294369,0.25685188310111173,0.03856421555347888,0.12027742634625983,0.10264466998572233,0.22854642849931847
6,2300,0.11162468393349034,0.19224261349860164,0.18654566169408907,0.3459910119381334,0.08684228625463446,0.18915885119525913,0.21155938426433316,0.36442409202735687,0.08543799738398065,0.17886395425096235,0.1697328486623972,0.33646379185572867
7,2400,0.17676410742586118,0.24203445462405143,0.2735552453352686,0.45063033338567154,0.15165241563213905,0.24087057826012073,0.29735402186772675,0.46285826105231875,0.14864021313410933,0.22598961166995518,0.2542383323266274,0.43980538884024284
8,2500,0.3117693657749232,0.3522123311175913,0.4200379566213704,0.5957818548080033,0.2908994586028995,0.35496888626885476,0.4405241893829272,0.6007199527525136,0.28514182734941734,0.33533903210288846,0.4005517491788233,0.5856610244861165
9,2600,0.5169023098052725,0.5378325687736993,0.6438468346905567,0.7536170190915158,0.49885887448705357,0.5444522024796379,0.6427923273970335,0.7468737761869486,0.4967884511590687,0.5242633791364416,0.6327608656894442,0.7448012593790654
10,2700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,2800,1.7580983965553234,1.6664552109509965,1.4367130295164732,1.2800992277495904,1.78850981828725,1.6434667642171408,1.45378013137724,1.2968529556783892,1.792249931117664,1.686187691257379,1.450453380418379,1.2911494628108817
12,2900,3.027777294730437,2.8369376201774146,2.006490924730244,1.6047895541326311,3.112509274091158,2.738717246818073,2.0898790500881015,1.6619465542659997,3.1244457385755036,2.8976489264757985,2.035800647279528,1.6319106733786168
13,3000,4.8849593129724855,4.446783605166319,2.669629829612912,1.9648249244432583,5.049557237697747,4.213184595773209,2.876328135993084,2.0817388296607104,5.072774419859025,4.562183283552304,2.7129107503534975,2.0096624948919275
14,3100,7.607899199037139,6.9901363117334006,3.476496024955734,2.358331363761527,7.897326215044602,6.504833254063315,3.9219008928701675,2.5792174988900785,7.936684326021767,7.203252930893884,3.5291613266152693,2.4249123602231766
15,3200,11.2371702286869,10.056993442541835,4.3700893256603806,2.7900957407812337,11.6900002219385,9.214088074513423,5.139729389464436,3.1349643042647233,11.744058259504506,10.377884777676714,4.42771036223902,2.878160701234767
16,3300,15.975525639596833,14.02125709882713,5.384520103395321,3.2539918521472524,16.645773876414065,12.67848057481314,6.608022908487361,3.7627807492102816,16.71554564300934,14.483931476047763,5.440075753745608,3.365133030803273
17,3400,21.956148523073765,18.971889905386004,6.5210586020898855,3.7475761257360616,22.908364696202945,16.967581798754107,8.344577727530394,4.464353798343176,22.989961179564478,19.613133864332735,6.5659734688028495,3.883233153168645
18,3500,29.288360088970194,24.8808939765328,7.777996688567457,4.276399703163147,30.587857623110622,22.03677196297321,10.35050888573068,5.24211554289998,30.676296791827966,25.72982917052741,7.802830179025883,4.437413261238719
19,3600,37.3713492244005,31.453504555389852,9.045048161922603,4.780035825568508,39.07091027718501,27.649235847335188,12.478982621934723,6.025908647011015,39.15632330763028,32.537637849154265,9.038430294819149,4.96573197003864
20,3700,47.7733377759549,39.85108097081214,10.552465713032102,5.355815958618019,49.995524525716945,34.787128106995226,15.117578073656931,6.961293754645004,50.06999606367371,41.233411017139524,10.496798558756964,5.569370866698658
21,3800,60.01337722394194,49.719948919553055,12.182215619573233,5.9450523682393905,62.86658259389703,43.15066487109943,18.11164040160109,7.976171857839739,62.91804272152315,51.45135030062116,12.054631194123115,6.187316884114605
22,3900,74.48980788344915,60.881657694319564,13.966764830553066,6.584691244956513,78.07805134223031,52.56389006391504,21.482577712545037,9.094920063383901,78.09223907125784,62.99359696171855,13.751612463393098,6.856564823820823
23,4000,90.86895470760503,72.95258759005823,15.821213420818948,7.239412553075735,95.28475828101656,62.69005308977621,25.103792059605833,10.264909309092063,95.2388044023749,75.4624044429343,15.502257905356423,7.540668922597058
24,4100,110.10603476231691,86.28457572784005,17.82850497736525,7.949898626230409,115.47485713479976,73.79455801783682,29.12629339757353,11.538229649703414,115.34390003860503,89.21184253622026,17.393919480304966,8.281801413738803
25,4200,132.66736876584406,101.03863687954872,19.971616351966844,8.69899580831471,139.13867422994463,85.99709639769058,33.5772189335006,12.904623639259906,138.88789817404594,104.4055638514811,19.40625248185551,9.06270020129396
26,4300,159.04769531102022,117.10866440429277,22.25044083553544,9.49256501787051,166.75784714282815,99.18628370168273,38.46569821718902,14.362534963006993,166.3700409020247,120.91931654705945,21.54551926194624,9.889408353200368
27,4400,193.5149016740569,136.6983551297231,24.930882267599575,10.41243290946149,202.77777191202867,115.16112739279643,44.45248509533417,16.085151971093147,202.2106912686005,141.01202971197074,24.052445962492595,10.847633004447918
28,4500,240.01716849949926,161.04026147762127,28.15784585781642,11.504230791692336,251.25491017095877,134.85986016581964,51.971080920777645,18.16385849821816,250.44779380321017,165.91414064709275,27.069456032907436,11.984555159527748
29,4600,294.3296552223819,186.17629169769293,31.358692695012692,12.576877638138747,307.5847467172252,155.04620409858887,59.89322030307133,20.241442058089564,306.58890659560825,191.52103506877916,30.043866691593756,13.103089189341768
30,4700,352.37203891639916,210.81951716416276,34.57085239412903,13.674418745311181,367.46336598286854,174.80574523331924,67.89647390198488,22.316651131013284,366.39921002178465,216.5347282221206,33.042899500067115,14.248538257451221
31,4800,421.411284384664,237.77761771051428,38.08949524211167,14.881534895351265,438.40558284266706,196.34885933417095,76.86850173350318,24.585356955563213,437.35829580672873,243.81837034014092,36.340371417547054,15.50906878087505
32,4900,490.3388397634307,263.6353434870655,41.45474333472359,16.029086311708255,509.0390511100068,216.9705498063392,85.56357204524228,26.74875964619089,508.05969300176287,269.9694049596716,39.5038397041971,16.706439429039555
33,5000,575.3132942488397,293.4353362093727,45.27898559424037,17.325752127348498,595.8526010419434,240.65630919659475,95.75121989089969,29.209488054087004,595.0210050509613,300.05901192482554,43.101682556718295,18.059824509010674
