,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.0003086252803729241,0.0012654079933187784,0.0025183500351555607,0.006108031318595411,0.00022693102320193033,0.0014712472139013007,0.002128424688410786,0.005500567113820249,0.00023296614588553627,0.0012372498991402557,0.0024259713765739507,0.006021503601254425
1,1800,0.000547758545539489,0.0017683101247820906,0.00431230248382807,0.015643406422456072,0.00034082574971405874,0.002258297789540305,0.003999396517825894,0.013573769342535642,0.00032972223906427127,0.0016588840457014767,0.0038941099975929993,0.015284626525296474
2,1900,0.0007771701332571446,0.002328978966955732,0.0056146765765124965,0.021514255185495452,0.0004722188155068049,0.0028700612828106526,0.005224884486070571,0.019100555615420466,0.0004582597357747207,0.0021421990842221423,0.0050211720819808795,0.020807650055188368
3,2000,0.0006210153799608232,0.00226235574829886,0.005474014663288338,0.019842394350143084,0.00026587883899287576,0.002495138354969956,0.004782549368089443,0.01905840383594014,0.0002746173473128061,0.0020065717186331464,0.00507417879234812,0.01891650357418725
4,2100,0.0010096302592982212,0.0032715194520606854,0.008095243718390972,0.03106737920559157,0.0004971728233985287,0.0036019167197338864,0.00721609465550692,0.028944003411087767,0.0005034404141966214,0.0029004266153109057,0.007342978730064402,0.029363384411628318
5,2200,0.0020543574003665873,0.005266155685230568,0.014667786917686046,0.054962666128309565,0.0012692430057683682,0.0057894005442491155,0.012893357733060174,0.04899775310160738,0.0012571339955138334,0.004674629806094215,0.013154799941902188,0.05150442725172704
6,2300,0.003811230249641989,0.007726515521505029,0.023983767178544124,0.08090707977605846,0.0028391097972491172,0.008583782212435153,0.0204395152547515,0.06951851576811192,0.0027851470457392682,0.00695161841400193,0.021752728787900764,0.07582430845348032
7,2400,0.006035302314260654,0.00972772340303905,0.035170398791420886,0.10537610248460907,0.004957928649359157,0.010930393011500873,0.028728444673639393,0.08829608147024204,0.004845441877903152,0.008783175751855287,0.03258283552165772,0.09911301088000753
8,2500,0.010644821520489756,0.014155935532292028,0.05400336017611915,0.13931856144488045,0.00951029203114607,0.01610802557040946,0.04256063100339332,0.1145949469897015,0.009295184137916475,0.013033084280520883,0.05133416209102077,0.13198252901119856
9,2600,0.017648728308278842,0.02161628795496549,0.08277797747547506,0.17622698330422296,0.016309049186568114,0.024706531582504073,0.062102485442352875,0.14247564176614316,0.01619453790430829,0.02037570384404131,0.08109376356675227,0.16784581816730576
10,2700,0.03414325680790142,0.040191481903471056,0.12856780994389685,0.23384156519801572,0.03269271134714748,0.04537869710138252,0.09661360721873401,0.1907626781241819,0.032598458894373315,0.038865396010691895,0.12815862668497052,0.22535651766652146
11,2800,0.060027205047148126,0.06697730445388202,0.1847150477227942,0.29934040702573544,0.05847123523080425,0.07457838048959889,0.14045494259528019,0.2473911429584705,0.05842458570798258,0.06553435236907232,0.18588811330499258,0.29096894672606016
12,2900,0.10337817773111435,0.11402072702263681,0.2579701438648718,0.3752665011518002,0.10175636726318175,0.1242794203896896,0.2019107536798728,0.3170373755910381,0.10185211597665343,0.11261827302743815,0.2609054151597184,0.3677617064954332
13,3000,0.1667884203189693,0.1787228227956939,0.3432284605542307,0.45945773567188447,0.16508371720295179,0.19118882760380318,0.2778924367630291,0.3971180743011772,0.16536462840620286,0.17731105998861899,0.34768291608419716,0.4528905415338582
