,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,9.947432952439455e-05,0.00043157457684355345,0.0012380667470371421,0.003608080507396297,7.284831229246419e-05,0.0005171719875156733,0.0008775677633759965,0.0028090465774092696,7.503809690259818e-05,0.00042185547599672,0.0012210764900281775,0.0035434389451487252
1,1800,0.00017655039144219914,0.0006030922025626475,0.0021200064462299486,0.009240730251383389,0.00010941025295774452,0.0007938355601855787,0.001648985503744936,0.00693189438928799,0.00010620311046396774,0.0005656167918938987,0.0019600421561278667,0.008994454621019556
2,1900,0.00025049301806619325,0.00079431149277421,0.0027602772719079434,0.012708704444525726,0.00015158942685331635,0.0010088823169200876,0.0021542647091556157,0.009754330647708124,0.00014760487335579623,0.000730408961829162,0.0025273320373431006,0.012244555919093132
3,2000,0.00020016211397619387,0.0007715892659891674,0.002691125313321417,0.011721118072342338,8.53511539393e-05,0.0008770896216310303,0.001971886144265357,0.009732804446967218,8.845389548109522e-05,0.0006841651537605698,0.0025540121739960637,0.011131684029360425
4,2100,0.00032541823207053836,0.0011157702737877844,0.003979769260424544,0.018351838666302186,0.00015960004318155333,0.0012661437256836672,0.0029752577488992627,0.014781212925146987,0.00016215751194910267,0.0009889359063563227,0.003695978765718667,0.01727929878907009
5,2200,0.0006621486896926048,0.0017960522799330171,0.0072109512108755654,0.03246704444496648,0.00040744632247554903,0.0020350868009830583,0.005316042033254442,0.02502232366277286,0.00040492124817683274,0.0015938721703098564,0.006621272243848814,0.030308508548152188
6,2300,0.0012284138657990772,0.0026351719637262043,0.011790856790327842,0.0477926916585429,0.0009113974555984776,0.0030173662626249726,0.00842738753420247,0.03550193002724058,0.0008970922925807974,0.0023702392677697106,0.010948911423009562,0.04461988655243178
7,2400,0.0019452640122762125,0.0033176952678376993,0.017290408646867785,0.06224680940364655,0.0015915705551236363,0.003842245561910412,0.011844984262206147,0.04509131518993018,0.0015607106165058367,0.0029947311292055586,0.016400084031551406,0.05832445282437502
8,2500,0.0034309777941005687,0.004827962142984903,0.02654903549108613,0.08229698893936906,0.0030529484867345773,0.005662284027108996,0.017548113382112044,0.058521700938987405,0.0029939668934179414,0.004443789388615048,0.025838284437289777,0.07766698558148749
9,2600,0.005688436842577785,0.007372357671477491,0.04069516146235195,0.10409919500600008,0.0052354530093449425,0.008684825991452698,0.025605387658996025,0.0727599001313544,0.005216239895874634,0.00694734527751361,0.04081733574247977,0.09877124523357945
10,2700,0.011004858625454264,0.013707532974968488,0.06320627712942117,0.13813275492569355,0.01049485791894199,0.01595149390873757,0.03983461931271676,0.09741927277567447,0.010499921815220348,0.013251631820931623,0.0645067322518531,0.132614229621368
