,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.00018920864157561808,0.0007900534026136359,0.0018562219263980376,0.004877012862199349,0.0001388391039761357,0.0009319981590369655,0.0014572624359978107,0.004142133542760121,0.00014273096056458226,0.0007720493590234018,0.0018033539049667944,0.004797651399473381
1,1800,0.0003358138717208453,0.001104038727696175,0.003178505891556069,0.01249061937496325,0.0002085212547611344,0.0014305749316103782,0.002738255360324634,0.010221557910663684,0.00020201034670621685,0.0010351509141911734,0.0028946996400456104,0.012178072902628524
2,1900,0.0004764590412329261,0.0014540905124466321,0.004138457968696232,0.017178251680023925,0.0002889090980182882,0.0018181117399092973,0.003577306697970824,0.014383435464537036,0.0002807611896851937,0.0013367416162437997,0.003732504995313759,0.01657855878160237
3,2000,0.0003807253777071406,0.0014124945205840503,0.004034779082166999,0.015843339271667797,0.00016266784175709,0.0015806074814633609,0.0032744543795090167,0.01435169359209741,0.00016824932919185935,0.0012521095457608852,0.003771907710058564,0.01507178204243476
4,2100,0.0006189731755759783,0.002042562626808157,0.005966830932890988,0.024806029975520325,0.0003041762573842311,0.002281723778354528,0.0049406228622195245,0.021795921204125466,0.00030844195680096946,0.0018098789183989693,0.005458427702329528,0.023395366281334738
5,2200,0.0012594631669981668,0.003287907330897854,0.010811311894004168,0.04388543798596227,0.0007765379945079211,0.0036674398416429253,0.008827658314891807,0.0368971475926762,0.0007702060831887624,0.0029169894844805347,0.0097786643623918,0.04103630983992872
6,2300,0.002336547729969851,0.004824025065704105,0.017677921612548678,0.06460098976728296,0.0017370012031769784,0.005437610446411695,0.013994264374462535,0.05235005228506421,0.0017063711623889416,0.004337840354187866,0.016169963414301918,0.060413249522952586
7,2400,0.0037000577237211473,0.006073472757271581,0.02592334841680015,0.08413850230618256,0.0030333198235400318,0.006924129451539429,0.01966942194172489,0.06649026421898532,0.0029686483886494515,0.005480740159382349,0.02422055933563942,0.0789685943649404
8,2500,0.006526011794215513,0.008838212729425329,0.03980472128922734,0.11124016572102956,0.005818509983893962,0.010204029639269797,0.029139865343282775,0.08629429728513845,0.005694864185465567,0.008132701705505223,0.03815942041153706,0.1051574834040954
9,2600,0.010819891049468138,0.013496059722134525,0.06101387601718693,0.1407100290440104,0.00997807062171031,0.015650967242971568,0.04251953085773233,0.10728950716791522,0.009921879173453616,0.012714528490464217,0.06028131931345514,0.13373166865803632
10,2700,0.02093217779108824,0.02509342220183245,0.09476458177589892,0.1867129131632883,0.020001790349966526,0.02874626490937357,0.06614816177086895,0.14365145837047005,0.01997204071532792,0.024252177429229155,0.0952671421102722,0.17955349426976974
11,2800,0.03680082821092318,0.041817064188837114,0.1361495093741133,0.2390110559512017,0.03577339842423831,0.04724353097393692,0.09616488330961677,0.1862948183752552,0.035794888596325646,0.040893723067356225,0.1381805483166424,0.23183039767222996
12,2900,0.06337797264511769,0.07118847346337365,0.1901442733191982,0.2996349326661181,0.06225575796269785,0.07872789148890257,0.13824165748677766,0.23874104625408843,0.06240155750366277,0.07027429589250646,0.19394490957256288,0.2930152637412636
13,3000,0.10225283684137233,0.11158501844462505,0.2529863542997319,0.3668581854986386,0.10100018522858643,0.12111332050218865,0.19026381884577243,0.2990448188271966,0.1013136572530984,0.11064287845737375,0.2584512539864118,0.3608419232607489
14,3100,0.1592498986509232,0.1754064417186861,0.3294486918505051,0.44033091913226524,0.1579606632786168,0.18698965991260658,0.2594265347108912,0.370508355170196,0.15851178250401166,0.1746945681476534,0.3362131136327336,0.435401487576026
15,3200,0.2352184450955979,0.2523643825347626,0.4141296872695261,0.5209469037657471,0.23382093363027606,0.26487061668826273,0.33998365111278295,0.4503421942469935,0.23455280972200715,0.251686302968312,0.4218153123025495,0.5167838109766332
16,3300,0.3344025429941296,0.3518413241813096,0.5102617956621776,0.6075622981240176,0.33294527928898376,0.3644589612519254,0.43710856833622985,0.5405289421523869,0.3338435581611047,0.3512668760299073,0.518260469922729,0.6042213943633483
17,3400,0.4595900044925195,0.4760696433625341,0.617965391163176,0.6997208557373698,0.45820830791402595,0.4877546012584509,0.5519784774302705,0.6413109338137445,0.45915644072207007,0.4756612024210204,0.6255215275447179,0.6972480817156462
18,3500,0.6130691605917371,0.6243467773121674,0.7370786032464217,0.7984590464282125,0.6118119154320841,0.6334748845950842,0.6846671361841294,0.7530375426840905,0.6126682485218713,0.6240043822673869,0.7433533315275794,0.7967530565744267
19,3600,0.7822637262579988,0.7892760695356578,0.8571502062074585,0.89249441401678,0.7814881561466072,0.7948122582092453,0.8254617612116003,0.8656305651503583,0.7820316833625356,0.7891085662456914,0.8610654233503251,0.8916145268275454
20,3700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,3800,1.2562106818951981,1.247643670091888,1.1544425682926807,1.1100180465822829,1.2574442050619832,1.2404204434002244,1.1980517192209146,1.14578871959218,1.2566017109630019,1.2478072764640873,1.1484102630574469,1.1109543666971213
22,3900,1.5592339022403638,1.527729140871002,1.323554627929695,1.2294468846266304,1.5617008138812132,1.5110155084444912,1.4210330257846928,1.3064985308679453,1.5596613782822832,1.5277318904209491,1.3100768187954606,1.231120172804217
23,4000,1.9020851156299332,1.8306300811134935,1.4992906730111464,1.3516918073756492,1.9058657586841303,1.8021048733014,1.6605696982210618,1.4745691922916893,1.9021132792033835,1.830127621786293,1.4768558068996809,1.3539534541837617
24,4100,2.3047590955165598,2.165175288244675,1.68951081786955,1.4843487318563036,2.3097038831026016,2.121317913650875,1.9266507674484858,1.657483516193293,2.303653067835733,2.1635814339768666,1.657068998984845,1.487026382685121
25,4200,2.7770169500825146,2.5354051739161547,1.8926018709828418,1.6242148489656734,2.783022591519643,2.472095314484949,2.2210713098290817,1.8537680055017283,2.7738747571983637,2.5320622591248334,1.8487782130167514,1.6272394886616766
26,4300,3.3292146355131065,2.9386571593896256,2.108553720108899,1.772384467878525,3.3354554977626134,2.851235186664854,2.5444352283000446,2.0631990933328197,3.3227492307060085,2.9325567195204107,2.0525800453674394,1.7756778260777755
27,4400,4.050688327066318,3.43022953956617,2.362564631393248,1.9441356816428488,4.055918481417729,3.310452275295444,2.9404501752033054,2.3106555387581715,4.038560159091093,3.419848764230448,2.2914077876084242,1.9477304105047046
28,4500,5.024082043945103,4.041051272751445,2.6683664864262004,2.1479884448196787,5.02554803763919,3.876717265967728,3.43779146815452,2.609264762903895,5.001953534901765,4.023779176991375,2.5788297147347574,2.151868756162005
