,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.002985400663335888,0.011098052313484668,0.009762176341130024,0.016276516288685816,0.002230140769618848,0.011838220755198803,0.010541413221533407,0.017349901107293095,0.0022872980463060463,0.010986226887343707,0.009298279129579754,0.01637338389207523
1,1800,0.0052985896788024615,0.015508672598018285,0.016716285145334145,0.04168612539206666,0.0033494292188374817,0.018171132295751007,0.01980774399053005,0.042814413654638325,0.003237264497674749,0.014730149922449162,0.014925370541692833,0.041561223627523805
2,1900,0.007517738756031825,0.02042592630104309,0.021764830969949522,0.057330604035963906,0.004640680757455328,0.02309361657635118,0.02587719767692297,0.0602470152921629,0.0044992657381783124,0.019021771748357567,0.019245181549440323,0.056579164409132826
3,2000,0.006007219256428356,0.019841618338828075,0.02121956665712331,0.052875474600693376,0.002612896334095822,0.02007684254678867,0.023686451964178793,0.06011406005493971,0.0026962360543962972,0.017817461275971336,0.019448346019349045,0.0514368495688448
4,2100,0.00976637701937695,0.028692322330230214,0.03138054503947313,0.08278750997021289,0.004885913646196167,0.028982406809105993,0.03573903085393835,0.09129524037072538,0.004942856703262013,0.025754493807627912,0.028144217419056837,0.07984350706723987
5,2200,0.019872253946185345,0.046185950771784376,0.05685846702232808,0.146463022837406,0.012473352183314577,0.04658374271537408,0.06385671638620322,0.15454882254896016,0.012342738130271086,0.04150862626845019,0.050419804180182375,0.1400483692077022
6,2300,0.036866873969813654,0.06776413134053307,0.09297109665181695,0.21559899305621869,0.027901053011317407,0.06906841201479627,0.10123044405627904,0.21927545810178303,0.027345009173669797,0.06172726882704237,0.08337400269973087,0.2061778241569637
7,2400,0.05838081543629466,0.085315395341303,0.13633515206257205,0.28080338149336453,0.048723522495020044,0.08795014474019605,0.1422828856316787,0.2785036978862058,0.047573305978383655,0.07799068051518927,0.12488370738380994,0.2695033472204053
8,2500,0.10296971521568928,0.12415230021714925,0.20933957459979097,0.37125232605967207,0.09346139496655513,0.12961136703004614,0.21078932264733516,0.36145563839615896,0.09126157123772587,0.11572797140429884,0.19675391581886312,0.3588805649966101
9,2600,0.1707200561629459,0.18958209195310563,0.32088200686834234,0.46960488816169826,0.16027546604908305,0.19879825239797916,0.30757393705149383,0.44939698829052066,0.159000505281799,0.18092715592501588,0.3108167130878028,0.4563983014076808
