,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.02899299718448681,0.08939062984796545,0.04663320998809258,0.04384219342525995,0.02386162511716091,0.09133628497610476,0.05000923713375134,0.048000084282202926,0.025063101755588877,0.09493147381770843,0.04725841969081823,0.04562349006620041
1,1800,0.051457748209787484,0.12491651440120527,0.07985248454474904,0.11228515612146325,0.0358375692983832,0.14019705765111345,0.09396938963397947,0.11844998142680321,0.035472373023712776,0.12728253803904485,0.07585806096704843,0.11580795306626979
2,1900,0.07300922159767578,0.1645231402504586,0.10396902263491681,0.15442490191091504,0.04965345059439763,0.17817585837974906,0.12276332288527383,0.16667886427083917,0.049300770052032566,0.16436624195117433,0.09781346139589896,0.1576545790649523
3,2000,0.0583396704928737,0.15981675977105525,0.10136433446800602,0.14242462845120224,0.027956958432204432,0.154900322455009,0.11237026461633369,0.16631103147726833,0.029544045953065097,0.15395985136320714,0.09884604297915835,0.14332581528712945
4,2100,0.09484708196890175,0.2311058456431798,0.14990259294959157,0.22299526267993353,0.05227734561360416,0.2236100696506609,0.16954858246654256,0.25257661154718214,0.05416142453198007,0.22254337905616509,0.14304273082405716,0.22247932837487053
5,2200,0.19299124897606257,0.3720104314700782,0.271608782672977,0.3945107210287613,0.13345994020074414,0.3594109358060791,0.30294094399192995,0.42757341740391697,0.1352457333670015,0.35867410242108766,0.256258199336679,0.39023670509720987
6,2300,0.3580360875291255,0.5458145456991924,0.4441162012942668,0.5807343898542068,0.29853024365088615,0.5328885390027945,0.48024464799692174,0.6066455598112843,0.2996333374804517,0.5333824491867784,0.4237476156585732,0.5745026180476259
7,2400,0.5669707380855153,0.6871833642395803,0.651263156157709,0.7563680057542064,0.5213224402701844,0.678568143794114,0.6750004404621938,0.7705058886948749,0.5212851952160749,0.673913830587479,0.6347203147854052,0.7509555364831499
8,2500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2600,1.6579637595902919,1.5270123197195384,1.532830127708986,1.2649210663429429,1.7148841626688447,1.53380260507471,1.459153306195143,1.2432977675616643,1.742250359328364,1.5633831106651122,1.5797231368647775,1.271727549280892
10,2700,3.2074992278809513,2.8391964495591018,2.3807372268059517,1.6784666936898576,3.4376138230118816,2.817148315479674,2.2700229047598257,1.6646691947187293,3.5070266936831547,2.9820566777719475,2.4965563177544823,1.7074723401261709
11,2800,5.639099249489939,4.731393718281333,3.4204361936070256,2.148603918395795,6.14820607393672,4.629889626361148,3.3001141967110836,2.158831165397748,6.285468350181443,5.0283072646909295,3.621138550491849,2.204601994718345
12,2900,9.711593335043352,8.054623218828363,4.77692763975359,2.693585816993018,10.699604904868442,7.715372678448664,4.744073311877698,2.766591232155549,10.95751460814887,8.64095333103587,5.08249096765437,2.7864423363506625
13,3000,15.66850322458911,12.625292223745834,6.355687117151089,3.2978931946096997,17.35842776039947,11.869165886787403,6.529330750309435,3.465406501186005,17.790355301478677,13.604689125936698,6.772934473299077,3.4314431230169182
14,3100,24.40233080670773,19.846370198207623,8.276623505455028,3.9583806467579024,27.147957761671428,18.325080044160632,8.902804857013292,4.293543916881802,27.834163790695037,21.48050850425246,8.81075000633614,4.1404707823111435
15,3200,36.04321483208005,28.55378007530394,10.404034342066986,4.683082773107231,40.18570635394776,25.95745269779684,11.667303438351505,5.218678503852319,41.18672580825243,30.947440602418684,11.054028278034812,4.914379787796508
16,3300,51.24148615399919,39.80910337334534,12.819127458638272,5.461716945367335,57.22174237229106,35.7171601941766,15.00036335744395,6.263785199691017,58.621864769512904,43.19190457853953,13.581455492076575,5.745871570941539
17,3400,70.4243294349986,53.864922460798105,15.52492697217857,6.290181709115253,78.75011114226463,47.8001944821237,18.942382572042693,7.431672242427434,80.62640754347208,58.48747681216855,16.392322545748065,6.630513199296396
18,3500,93.94239237127117,70.64174584002836,18.517366266445965,7.1777944706645345,105.14924218152443,62.08085501409968,23.495892246528744,8.726388259421846,107.5825917122876,76.72780889590271,19.480204979812406,7.57676040527418
19,3600,119.86857378213398,89.3026784598539,21.533882877341885,8.023130927861041,134.3107012465082,77.89199819162053,28.327576379891646,10.031144494868453,137.32227106634727,97.02908022699573,22.56495025511425,8.478849987321217
20,3700,153.23294402967122,113.1450476034221,25.122647957608933,8.989558704072962,171.8653061983341,98.00049934699722,34.31724849169616,11.58825126874542,175.59681274791419,122.96036867097631,26.205848758060842,9.509546706792477
21,3800,192.49286110832202,141.16470244465492,29.00265423049493,9.978572392331827,216.1110333302986,121.56182285344569,41.11383855440792,13.27768758352827,220.65525533867878,153.43084274435103,30.095065665888317,10.564672439221333
22,3900,238.92600127116356,172.85498636898467,33.251196970141805,11.052184942890712,268.4021885678823,148.08027434861702,48.76594346076018,15.140033257944493,273.87156699238784,187.85047647656748,34.33167497479532,11.707394784956128
23,4000,291.46210206299224,207.12672767184267,37.66615176418561,12.15111285221788,327.5522021891684,176.60717745919436,56.98618297163308,17.087678313427077,334.0050293135975,225.03316708977968,38.702259913076944,12.875483611383489
24,4100,353.1650214851647,244.9788610581969,42.44498549790865,13.343640062338496,396.9579650969099,207.89021481151607,66.1173531432468,19.20733545945155,404.51413638890926,266.03477077147505,43.424899569068124,14.140946840376824
25,4200,425.53048288144225,286.868539096706,47.54717052861394,14.60097473280392,478.30502984840473,242.26657525289716,76.22105605718167,21.481929441715067,487.083566325927,311.34330887985465,48.448802237514975,15.47430992056532
26,4300,510.14535990634215,332.49450418927637,52.972452810002544,15.932954220181118,573.2490804338885,279.4224720488845,87.31801600059828,23.908869510988445,583.4641744725589,360.58825538077855,53.789602232712774,16.885891223302334
27,4400,620.6988977029956,388.113484544879,59.353879511590684,17.47692183881129,697.0716717243403,324.42597604335657,100.90815933990334,26.77645697864801,709.1582920271052,420.50586484875856,60.04828592510917,18.522033310934575
28,4500,769.8548826403161,457.22493862333164,67.03643186036732,19.30946822037689,863.7173523032965,379.9202278919632,117.97554407529162,30.23681569921378,878.3270982419126,494.765371053457,67.58042147713225,20.46329644361002
29,4600,944.0621418682566,528.5910663801694,74.65680708298457,21.109870226228647,1057.3575770627417,436.78815269785736,135.95898192779816,33.69530505078578,1075.2154794179296,571.1265815606482,75.00620519867184,22.37316236100732
30,4700,1130.2330427511868,598.558024630255,82.30411525711662,22.952056419573065,1263.197146353183,492.4537107202143,154.12655090993343,37.149841667082704,1284.9718100908192,645.7188322643085,82.49345950381897,24.328984961827512
31,4800,1351.6763692841296,675.0973679883135,90.68107927314342,24.978160672830477,1507.0690916655328,553.1438583196151,174.4932595896226,40.92648636508993,1533.827218097971,727.0801994362909,90.72578385202151,26.48130596445846
32,4900,1572.7614499412455,748.5125312067705,98.69285068466235,26.904287504482305,1749.879678548611,611.2382188956271,194.2312683557675,44.52783617994944,1781.778905341651,805.0640668541078,98.62356058907362,28.5257832270783
33,5000,1845.3169470928,833.1205647408322,107.79736659621844,29.08069788888065,2048.311137819369,677.9645160627424,217.35746231103693,48.62413495714336,2086.7545480159006,894.7929802360784,107.60577789282323,30.83665081666843
