,Tspot,g,r,i,z,zg,zr,k,t,Mg,Mr,Mi,Mz
0,1700,0.39711418023678524,0.5433316536013314,0.4485298486631282,0.2839062410449302,0.4805632807290377,0.5126187453602062,0.40736301330395347,0.2879794297386549,0.5083714053378275,0.5775606516933582,0.4831484237076559,0.2893889307674592
1,1800,0.7048116263086638,0.7592641023690712,0.7680411195664303,0.7271181961717453,0.7217538533450227,0.7868465398511465,0.765451662804833,0.7106478793515891,0.7195095124533522,0.7743836966039209,0.7755380484902147,0.7345676462626431
2,1900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,2000,0.7990726269396485,0.9713938083588807,0.9749474593402975,0.9222905547536915,0.5630416033031711,0.8693676228845071,0.9153406895099053,0.9977931647471923,0.5992613486946348,0.9366877865890585,1.0105566408603006,0.9091129235648809
4,2100,1.2991109875347742,1.4047011580946016,1.4418005397239206,1.4440369391238175,1.0528441626472298,1.2549964494857502,1.3811012807546028,1.5153487675363948,1.098591857182302,1.353948209890158,1.462403321410876,1.4111821533785642
5,2200,2.643381818800358,2.261143513938254,2.612401038208474,2.554709222068002,2.6878281086833944,2.017169660774474,2.467682829626873,2.5652527647965373,2.7432783144008033,2.1821640390587826,2.6198663832115763,2.4752640069936422
6,2300,4.903984451472682,3.317554873243254,4.271620431152495,3.760626574263405,6.012275885707914,2.9908010201193513,3.911955433511077,3.639606991955118,6.077660392813649,3.2450851394729936,4.332201412885893,3.6440591922860412
7,2400,7.765741445784221,4.176818915524345,6.264011526246566,4.897966561057241,10.499218765855616,3.8084179863911243,5.498388481167154,4.622697017198698,10.573571055095181,4.100074459253427,6.489089596945981,4.763296701796165
8,2500,13.69689989999612,6.078172337810167,9.618249500252217,6.475639534981749,20.13958723974018,5.612432621868918,8.145755397436833,5.999560918384253,20.283658834224884,6.083974349775875,10.223541685663392,6.342981002714858
9,2600,22.708963652929462,9.281444041214632,14.743142609808494,8.191172865841631,34.53705920011799,8.608363776228831,11.885905919626886,7.45924069617735,35.33921189242225,9.51158274415936,16.15036534154399,8.06654368571782
10,2700,43.93279585360024,17.25712532131897,22.89852464195819,10.869145279808142,69.23212348508456,15.811055106441191,18.491051328752587,9.987284242672674,71.13533297718881,18.14275633714239,25.52364758516925,10.830464616081384
11,2800,77.23817794640694,28.758226417746386,32.898608709805366,13.913584478980507,123.82233259394904,25.984943574641804,26.881923030017226,12.952039089310261,127.49229562839874,30.592092421171305,37.020860920516135,13.98374857104574
12,2900,133.0187217795583,48.95738804016604,45.945681883800965,17.4426908073861,215.48562641234994,43.30200931040145,38.64406078606379,16.598332633584967,222.25848798272705,52.57133842363264,51.96105827482212,17.674350804632656
13,3000,214.60992024996347,76.73870195114173,61.130584438297916,21.35596755316183,349.59157022529286,66.61489381737935,53.18633120098337,20.790917410830268,360.85349747483747,82.77057967887364,69.24337792203974,21.765578541192852
14,3100,334.2362823860674,120.62965834468565,79.60662989511857,25.633046210652097,546.7486637219633,102.84827703820625,72.52007071634287,25.759378285090506,564.5786822663938,130.68686276001452,90.07706997173652,26.26292751449551
15,3200,493.6803056290559,173.5547961936275,100.06859811119268,30.32595595112515,809.3235389059122,145.68445430173432,95.03899995648509,31.309779597324376,835.4174947933575,188.28343481632774,113.01131889499082,31.171817634119126
16,3300,701.8495065783641,241.966590916893,123.29756627271702,35.36811018030046,1152.422272516693,200.46015503431474,122.18929078241275,37.579960885219926,1189.065905210867,262.7784395738017,138.85057637522686,36.44595421852155
17,3400,964.5949907955261,327.40028167951255,149.32262109160868,40.7329493577658,1585.9947334888739,268.2753708431497,154.30001507653017,44.5867703439087,1635.3985436409635,355.83630870834475,167.58759287129521,42.05721926138715
18,3500,1286.7195446754604,429.3727054594768,178.10464883823113,46.48080964820865,2117.6623361073794,348.4246158746476,191.39179108475574,52.354497959874486,2182.168586793751,466.8100212371773,199.15668765637975,48.05924731277624
19,3600,1641.8278562491887,542.7970699070397,207.11825822348337,51.95490383079176,2704.9620849847315,437.16359163320584,230.74950819280653,60.18246247807812,2785.398096650739,590.3224352833876,230.69370956808135,53.78118439444759
20,3700,2098.816295756115,687.7150985033347,241.6358961632845,58.21314174613416,3461.296327666009,550.0211994945307,279.539912126415,69.52441942438175,3561.7458421559622,748.0877290332049,267.91658718622523,60.31887410561432
21,3800,2636.555450064543,858.0233894743047,278.9547645584457,64.61763788646138,4352.387009225946,682.2575401565291,334.9032723139149,79.66029551265206,4475.69591926854,933.4693117211276,307.6781583679863,67.01151658188614
22,3900,3272.545522917473,1050.642396600516,319.8183086408544,71.56996576411308,5405.50929200006,831.0905624094772,397.23544715658664,90.83355183740159,5555.11742926816,1142.8774804766128,350.9913102434666,74.2597827122597
23,4000,3992.127236599258,1258.9519465561336,362.28244538230234,78.68622677984693,6596.766151557772,991.1958840281754,464.1955075205031,102.51856699515922,6774.844063512293,1369.0960164230482,395.6741675507214,81.66894794777195
24,4100,4837.26594746228,1489.0237366321726,408.24646055347245,86.40860312824549,7994.569568578954,1166.7698233754898,538.5757862308398,115.23557916882154,8205.02673613375,1618.548721522159,443.9562709401142,89.69575716891089
25,4200,5828.448428424127,1743.6364189256128,457.32054917524795,94.55064922901462,9632.865875838479,1359.704830137821,620.878078776123,128.88214433000178,9879.836883112652,1894.2047051993834,495.3183492956962,98.15325385626788
26,4300,6987.4099290846625,2020.9588978371662,509.5022677669411,103.17606825725915,11544.999865499132,1568.2397974104153,711.2712001303491,143.4427191208751,11834.788256994047,2193.8096965670898,549.9202406813918,107.10688724331625
27,4400,8501.650669875864,2359.020645691797,570.8804219503874,113.17424600919232,14038.73574504388,1820.8189313273986,821.9731835884336,160.64698482189388,14384.324854939421,2558.346895670168,613.906154307988,117.48490542290976
28,4500,10544.62526504767,2779.091974097286,644.7731272396696,125.04115580734624,17394.910967189644,2132.2766807287276,960.9999249168537,181.4076177653904,17815.68720559368,3010.139826646576,690.911256106163,129.79830059474085
29,4600,12930.724656545448,3212.8675976855234,718.0677974163425,136.69991021530032,21294.745166855388,2451.4440770473166,1107.4886108683786,202.15703531572984,21809.30395779083,3474.719472690163,766.8290655320438,141.9125438265245
30,4700,15480.688850231043,3638.138827881912,791.6215154404628,148.629243959719,25440.269129970773,2763.86327080653,1255.477183962913,222.8827381899923,26063.929807478584,3928.536812663284,843.3753220318781,154.31828942820735
